9 - 000 coins next 4 years
4 - based on the cpu power
4 - on the cpu power they
4 - the cpu power they contribute
4 - you can get a share
4 - can get a share of
4 - get a share of them
4 - contributing your idle cpu time
4 - there are a lot of
4 - 0 0 1 9050 addnode
4 - coin generation proxy support for
4 - generation proxy support for use
4 - proxy support for use with
4 - support for use with tor
4 - for use with tor fixed
4 - use with tor fixed some
4 - with tor fixed some slowdowns
4 - tor fixed some slowdowns in
4 - fixed some slowdowns in the
4 - some slowdowns in the initial
4 - slowdowns in the initial block
4 - in the initial block download
4 - the whole appdata bitcoin directory
4 - a way to do it
4 - send me the debug log
4 - port 8333 on your firewall
4 - will be able to generate
4 - it's completely decentralized with no
4 - transact directly with each other
4 - that's the only way to
4 - the only way to make
4 - only way to make sure
3 - find the first block the
3 - the first block the caller
3 - first block the caller has
3 - block the caller has in
3 - the caller has in the
3 - caller has in the main
3 - has in the main chain
3 - keep giving the same key
3 - i think it would be
3 - it would be possible for
3 - it would be hard to
3 - i was able to get
3 - long did it take to
3 - let me know if it
3 - until they have at least
3 - by more than an hour
3 - the next release 0 3
3 - it's a good idea to
3 - this is in svn rev
3 - i updated the first post
3 - in response to an alert
3 - can figure out how to
3 - on the cryptography mailing list
3 - think of it as a
3 - is the number of blocks
3 - to 6 blocks per hour
3 - if you don't want to
3 - don't have to worry about
3 - way to do it that
3 - make the initial block download
3 - showing the recommended way to
3 - if you can accept incoming
3 - you can accept incoming connections
3 - the 0 3 1 release
3 - 0 3 1 release candidate
3 - the coins are gradually released
3 - coins are gradually released to
3 - are gradually released to the
3 - gradually released to the network's
3 - released to the network's nodes
3 - to the network's nodes based
3 - the network's nodes based on
3 - network's nodes based on the
3 - cpu power they contribute so
3 - power they contribute so you
3 - they contribute so you can
3 - contribute so you can get
3 - so you can get a
3 - a share of them by
3 - share of them by contributing
3 - of them by contributing your
3 - them by contributing your idle
3 - by contributing your idle cpu
3 - read the forum to find
3 - the forum to find out
3 - forum to find out more
3 - outbound connections from 15 to
3 - no single point of failure
3 - an account on a website
3 - be a good idea to
3 - can accept incoming connections and
3 - new liberty standard for his
3 - liberty standard for his help
3 - standard for his help with
3 - for his help with testing
3 - his help with testing the
3 - help with testing the linux
3 - with testing the linux version
3 - if you want to test
3 - you want to test for
3 - backup the whole appdata bitcoin
3 - factor that would mitigate spam
3 - that would mitigate spam if
3 - would mitigate spam if pow
3 - mitigate spam if pow tokens
3 - spam if pow tokens have
3 - if pow tokens have value
3 - automated mailboxes that collect their
3 - mailboxes that collect their pow
3 - that collect their pow and
3 - collect their pow and don't
3 - their pow and don't read
3 - pow and don't read the
3 - there would be a profit
3 - would be a profit motive
3 - be a profit motive for
3 - a profit motive for people
3 - profit motive for people to
3 - motive for people to set
3 - for people to set up
3 - people to set up massive
3 - to set up massive quantities
3 - set up massive quantities of
3 - up massive quantities of fake
3 - massive quantities of fake e-mail
3 - quantities of fake e-mail accounts
3 - of fake e-mail accounts to
3 - fake e-mail accounts to harvest
3 - e-mail accounts to harvest pow
3 - accounts to harvest pow tokens
3 - to harvest pow tokens from
3 - harvest pow tokens from spam
3 - pow tokens from spam they'd
3 - tokens from spam they'd essentially
3 - from spam they'd essentially be
3 - spam they'd essentially be reverse-spamming
3 - they'd essentially be reverse-spamming the
3 - essentially be reverse-spamming the spammers
3 - be reverse-spamming the spammers with
3 - the process has the potential
3 - process has the potential to
3 - has the potential to establish
3 - the potential to establish the
3 - potential to establish the pow
3 - to establish the pow token's
3 - establish the pow token's value
3 - message the ratio of fake
3 - the ratio of fake mailboxes
3 - ratio of fake mailboxes to
3 - of fake mailboxes to real
3 - fake mailboxes to real people
3 - mailboxes to real people could
3 - to real people could become
3 - real people could become too
3 - people could become too high
3 - could become too high for
3 - become too high for spam
3 - too high for spam to
3 - high for spam to be
3 - for spam to be cost
3 - spam to be cost effective
3 - temporarily let more spam through
3 - let more spam through it
3 - more spam through it would
3 - spam through it would only
3 - through it would only hasten
3 - it would only hasten the
3 - in the first place since
3 - the first place since spammers
3 - first place since spammers that
3 - place since spammers that don't
3 - since spammers that don't have
3 - spammers that don't have a
3 - that don't have a botnet
3 - don't have a botnet could
3 - have a botnet could buy
3 - a botnet could buy tokens
3 - botnet could buy tokens from
3 - could buy tokens from harvesters
3 - buy tokens from harvesters while
3 - tokens from harvesters while the
3 - from harvesters while the buying
3 - harvesters while the buying back
3 - while the buying back would
3 - interestingly one of the e-gold
3 - one of the e-gold systems
3 - of the e-gold systems already
3 - the e-gold systems already has
3 - e-gold systems already has a
3 - systems already has a form
3 - already has a form of
3 - self-defeating cycle leading to too
3 - cycle leading to too many
3 - leading to too many harvesters
3 - to too many harvesters exploiting
3 - too many harvesters exploiting the
3 - many harvesters exploiting the spammers
3 - if the system let users
3 - the system let users configure
3 - system let users configure the
3 - let users configure the minimum
3 - users configure the minimum payment
3 - configure the minimum payment they're
3 - spam called dusting spammers send
3 - called dusting spammers send a
3 - dusting spammers send a tiny
3 - spammers send a tiny amount
3 - send a tiny amount of
3 - a tiny amount of gold
3 - tiny amount of gold dust
3 - amount of gold dust in
3 - of gold dust in order
3 - gold dust in order to
3 - dust in order to put
3 - in order to put a
3 - order to put a spam
3 - to put a spam message
3 - put a spam message in
3 - a spam message in the
3 - spam message in the transaction's
3 - message in the transaction's comment
3 - in the transaction's comment field
3 - willing to receive or at
3 - to receive or at least
3 - receive or at least the
3 - or at least the minimum
3 - at least the minimum that
3 - least the minimum that can
3 - the minimum that can have
3 - minimum that can have a
3 - that can have a message
3 - can have a message with
3 - have a message with it
3 - a message with it users
3 - message with it users could
3 - with it users could set
3 - it users could set how
3 - users could set how much
3 - could set how much they're
3 - set how much they're willing
3 - how much they're willing to
3 - much they're willing to get
3 - electronic currency in some way
3 - currency in some way now
3 - in some way now that
3 - some way now that we
3 - way now that we know
3 - now that we know a
3 - that we know a way
3 - we know a way to
3 - know a way to do
3 - i would be surprised if
3 - would be surprised if 10
3 - be surprised if 10 years
3 - surprised if 10 years from
3 - if 10 years from now
3 - 10 years from now we're
3 - years from now we're not
3 - from now we're not using
3 - that won't inevitably get dumbed
3 - won't inevitably get dumbed down
3 - inevitably get dumbed down when
3 - get dumbed down when the
3 - dumbed down when the trusted
3 - down when the trusted third
3 - when the trusted third party
3 - the trusted third party gets
3 - trusted third party gets cold
3 - third party gets cold feet
3 - it's sent directly when it
3 - sent directly when it connects
3 - directly when it connects the
3 - when it connects the recipient
3 - it connects the recipient doubleclicks
3 - it can already be used
3 - can already be used for
3 - already be used for pay-to-send
3 - be used for pay-to-send e-mail
3 - used for pay-to-send e-mail the
3 - for pay-to-send e-mail the send
3 - pay-to-send e-mail the send dialog
3 - e-mail the send dialog is
3 - the send dialog is resizeable
3 - send dialog is resizeable and
3 - dialog is resizeable and you
3 - is resizeable and you can
3 - resizeable and you can enter
3 - and you can enter as
3 - you can enter as long
3 - can enter as long of
3 - enter as long of a
3 - as long of a message
3 - long of a message as
3 - of a message as you
3 - a message as you like
3 - have a way for fans
3 - a way for fans to
3 - way for fans to contact
3 - for fans to contact them
3 - fans to contact them they
3 - to contact them they could
3 - contact them they could set
3 - them they could set up
3 - they could set up bitcoin
3 - could set up bitcoin and
3 - on the transaction to see
3 - the transaction to see the
3 - transaction to see the full
3 - to see the full message
3 - see the full message if
3 - the full message if someone
3 - full message if someone famous
3 - message if someone famous is
3 - if someone famous is getting
3 - someone famous is getting more
3 - famous is getting more e-mail
3 - is getting more e-mail than
3 - getting more e-mail than they
3 - more e-mail than they can
3 - e-mail than they can read
3 - than they can read but
3 - they can read but would
3 - can read but would still
3 - read but would still like
3 - but would still like to
3 - subscription sites that need some
3 - sites that need some extra
3 - that need some extra proof-of-work
3 - need some extra proof-of-work for
3 - some extra proof-of-work for their
3 - give out the ip address
3 - out the ip address on
3 - the ip address on their
3 - ip address on their website
3 - address on their website send
3 - on their website send x
3 - their website send x bitcoins
3 - website send x bitcoins to
3 - send x bitcoins to my
3 - x bitcoins to my priority
3 - bitcoins to my priority hotline
3 - to my priority hotline at
3 - my priority hotline at this
3 - priority hotline at this ip
3 - hotline at this ip and
3 - at this ip and i'll
3 - this ip and i'll read
3 - ip and i'll read the
3 - and i'll read the message
3 - i'll read the message personally
3 - free trial so it doesn't
3 - trial so it doesn't cannibalize
3 - so it doesn't cannibalize subscriptions
3 - it doesn't cannibalize subscriptions could
3 - doesn't cannibalize subscriptions could charge
3 - cannibalize subscriptions could charge bitcoins
3 - subscriptions could charge bitcoins for
3 - could charge bitcoins for the
3 - charge bitcoins for the trial
3 - applications if you could effortlessly
3 - if you could effortlessly pay
3 - you could effortlessly pay a
3 - could effortlessly pay a few
3 - effortlessly pay a few cents
3 - pay a few cents to
3 - a few cents to a
3 - once it gets bootstrapped there
3 - it gets bootstrapped there are
3 - gets bootstrapped there are so
3 - bootstrapped there are so many
3 - website as easily as dropping
3 - as easily as dropping coins
3 - easily as dropping coins in
3 - as dropping coins in a
3 - dropping coins in a vending
3 - coins in a vending machine
3 - could you send me the
3 - would not be able to
3 - without a trusted third party
3 - be able to make a
3 - question about what to backup
3 - about what to backup the
3 - completely decentralized with no central
3 - decentralized with no central server
3 - with no central server or
3 - no central server or trusted
3 - central server or trusted parties
3 - public key of the next
3 - key of the next owner
3 - the signatures to verify the
3 - signatures to verify the chain
3 - to verify the chain of
3 - verify the chain of ownership
3 - users hold the crypto keys
3 - hold the crypto keys to
3 - the crypto keys to their
3 - crypto keys to their own
3 - keys to their own money
3 - to their own money and
3 - their own money and transact
3 - own money and transact directly
3 - money and transact directly with
3 - and transact directly with each
3 - directly with each other with
3 - with each other with the
3 - each other with the help
3 - other with the help of
3 - with the help of the
3 - the help of the p2p
3 - help of the p2p network
3 - of the p2p network to
3 - the p2p network to check
3 - p2p network to check for
3 - http www bitcoin org smf
3 - we also have a new
3 - also have a new forum
3 - have a new forum at
3 - to new liberty standard for
3 - a majority of cpu power
3 - release of bitcoin a new
3 - open source c code is
3 - source c code is included
3 - unpack the files into a
3 - the files into a directory
3 - files into a directory run
3 - into a directory run bitcoin
3 - a directory run bitcoin exe
3 - directory run bitcoin exe it
3 - run bitcoin exe it automatically
3 - bitcoin exe it automatically connects
3 - exe it automatically connects to
3 - it automatically connects to other
3 - automatically connects to other nodes
3 - connects to other nodes if
3 - to other nodes if you
3 - other nodes if you can
3 - nodes if you can keep
3 - if you can keep a
3 - you can keep a node
3 - can keep a node running
3 - keep a node running that
3 - a node running that accepts
3 - node running that accepts incoming
3 - running that accepts incoming connections
3 - that accepts incoming connections you'll
3 - accepts incoming connections you'll really
3 - incoming connections you'll really be
3 - connections you'll really be helping
3 - you'll really be helping the
3 - really be helping the network
3 - be helping the network a
3 - helping the network a lot
3 - the network a lot port
3 - network a lot port 8333
3 - a lot port 8333 on
3 - lot port 8333 on your
3 - 8333 on your firewall needs
3 - on your firewall needs to
3 - your firewall needs to be
3 - firewall needs to be open
3 - needs to be open to
3 - to be open to receive
3 - be open to receive incoming
3 - open to receive incoming connections
3 - you can get coins by
3 - can get coins by getting
3 - get coins by getting someone
3 - coins by getting someone to
3 - by getting someone to send
3 - getting someone to send you
3 - someone to send you some
3 - to send you some or
3 - send you some or turn
3 - you some or turn on
3 - some or turn on options
3 - or turn on options generate
3 - turn on options generate coins
3 - on options generate coins to
3 - options generate coins to run
3 - generate coins to run a
3 - coins to run a node
3 - to run a node and
3 - run a node and generate
3 - a node and generate blocks
3 - node and generate blocks i
3 - and generate blocks i made
3 - generate blocks i made the
3 - blocks i made the proof-of-work
3 - i made the proof-of-work difficulty
3 - made the proof-of-work difficulty ridiculously
3 - the proof-of-work difficulty ridiculously easy
3 - proof-of-work difficulty ridiculously easy to
3 - difficulty ridiculously easy to start
3 - ridiculously easy to start with
3 - easy to start with so
3 - to start with so for
3 - start with so for a
3 - with so for a little
3 - so for a little while
3 - a little while in the
3 - little while in the beginning
3 - while in the beginning a
3 - in the beginning a typical
3 - the beginning a typical pc
3 - beginning a typical pc will
3 - a typical pc will be
3 - typical pc will be able
3 - pc will be able to
3 - be able to generate coins
3 - able to generate coins in
3 - to generate coins in just
3 - generate coins in just a
3 - coins in just a few
3 - in just a few hours
3 - just a few hours it'll
3 - a few hours it'll get
3 - few hours it'll get a
3 - hours it'll get a lot
3 - it'll get a lot harder
3 - get a lot harder when
3 - a lot harder when competition
3 - lot harder when competition makes
3 - harder when competition makes the
3 - when competition makes the automatic
3 - competition makes the automatic adjustment
3 - makes the automatic adjustment drive
3 - the automatic adjustment drive up
3 - automatic adjustment drive up the
3 - adjustment drive up the difficulty
3 - drive up the difficulty generated
3 - up the difficulty generated coins
3 - the difficulty generated coins must
3 - difficulty generated coins must wait
3 - generated coins must wait 120
3 - coins must wait 120 blocks
3 - must wait 120 blocks to
3 - wait 120 blocks to mature
3 - 120 blocks to mature before
3 - blocks to mature before they
3 - to mature before they can
3 - mature before they can be
3 - before they can be spent
3 - they can be spent there
3 - can be spent there are
3 - be spent there are two
3 - spent there are two ways
3 - there are two ways to
3 - are two ways to send
3 - two ways to send money
3 - ways to send money if
3 - to send money if the
3 - send money if the recipient
3 - money if the recipient is
3 - if the recipient is online
3 - the recipient is online you
3 - recipient is online you can
3 - is online you can enter
3 - online you can enter their
3 - you can enter their ip
3 - can enter their ip address
3 - enter their ip address and
3 - their ip address and it
3 - ip address and it will
3 - address and it will connect
3 - and it will connect get
3 - it will connect get a
3 - will connect get a new
3 - connect get a new public
3 - get a new public key
3 - a new public key and
3 - new public key and send
3 - public key and send the
3 - key and send the transaction
3 - and send the transaction with
3 - send the transaction with comments
3 - the transaction with comments if
3 - transaction with comments if the
3 - with comments if the recipient
3 - comments if the recipient is
3 - if the recipient is not
3 - the recipient is not online
3 - recipient is not online it
3 - is not online it is
3 - not online it is possible
3 - online it is possible to
3 - it is possible to send
3 - is possible to send to
3 - possible to send to their
3 - to send to their bitcoin
3 - send to their bitcoin address
3 - to their bitcoin address which
3 - their bitcoin address which is
3 - bitcoin address which is a
3 - address which is a hash
3 - which is a hash of
3 - is a hash of their
3 - a hash of their public
3 - hash of their public key
3 - of their public key that
3 - their public key that they
3 - public key that they give
3 - key that they give you
3 - that they give you they'll
3 - they give you they'll receive
3 - give you they'll receive the
3 - you they'll receive the transaction
3 - they'll receive the transaction the
3 - receive the transaction the next
3 - the transaction the next time
3 - transaction the next time they
3 - the next time they connect
3 - next time they connect and
3 - time they connect and get
3 - they connect and get the
3 - connect and get the block
3 - and get the block it's
3 - get the block it's in
3 - the block it's in this
3 - block it's in this method
3 - it's in this method has
3 - in this method has the
3 - this method has the disadvantage
3 - method has the disadvantage that
3 - has the disadvantage that no
3 - the disadvantage that no comment
3 - disadvantage that no comment information
3 - that no comment information is
3 - no comment information is sent
3 - comment information is sent and
3 - information is sent and a
3 - is sent and a bit
3 - sent and a bit of
3 - and a bit of privacy
3 - a bit of privacy may
3 - bit of privacy may be
3 - of privacy may be lost
3 - privacy may be lost if
3 - may be lost if the
3 - be lost if the address
3 - lost if the address is
3 - if the address is used
3 - the address is used multiple
3 - address is used multiple times
3 - is used multiple times but
3 - used multiple times but it
3 - multiple times but it is
3 - times but it is a
3 - but it is a useful
3 - it is a useful alternative
3 - is a useful alternative if
3 - a useful alternative if both
3 - useful alternative if both users
3 - alternative if both users can't
3 - if both users can't be
3 - both users can't be online
3 - users can't be online at
3 - can't be online at the
3 - be online at the same
3 - online at the same time
3 - at the same time or
3 - the same time or the
3 - same time or the recipient
3 - time or the recipient can't
3 - or the recipient can't receive
3 - the recipient can't receive incoming
3 - recipient can't receive incoming connections
3 - can't receive incoming connections total
3 - receive incoming connections total circulation
3 - incoming connections total circulation will
3 - connections total circulation will be
3 - total circulation will be 21
3 - 21 000 000 coins it'll
3 - 000 000 coins it'll be
3 - 000 coins it'll be distributed
3 - coins it'll be distributed to
3 - it'll be distributed to network
3 - be distributed to network nodes
3 - distributed to network nodes when
3 - to network nodes when they
3 - network nodes when they make
3 - nodes when they make blocks
3 - when they make blocks with
3 - they make blocks with the
3 - make blocks with the amount
3 - blocks with the amount cut
3 - with the amount cut in
3 - the amount cut in half
3 - amount cut in half every
3 - cut in half every 4
3 - in half every 4 years
3 - half every 4 years first
3 - every 4 years first 4
3 - 4 years first 4 years
3 - years first 4 years 10
3 - first 4 years 10 500
3 - 4 years 10 500 000
3 - years 10 500 000 coins
3 - 10 500 000 coins next
3 - 500 000 coins next 4
3 - coins next 4 years 5
3 - next 4 years 5 250
3 - 4 years 5 250 000
3 - years 5 250 000 coins
3 - 5 250 000 coins next
3 - 250 000 coins next 4
3 - coins next 4 years 2
3 - next 4 years 2 625
3 - 4 years 2 625 000
3 - years 2 625 000 coins
3 - 2 625 000 coins next
3 - 625 000 coins next 4
3 - coins next 4 years 1
3 - next 4 years 1 312
3 - 4 years 1 312 500
3 - years 1 312 500 coins
3 - when that runs out the
3 - that runs out the system
3 - runs out the system can
3 - out the system can support
3 - the system can support transaction
3 - system can support transaction fees
3 - can support transaction fees if
3 - support transaction fees if needed
3 - transaction fees if needed it's
3 - fees if needed it's based
3 - if needed it's based on
3 - needed it's based on open
3 - it's based on open market
3 - based on open market competition
3 - on open market competition and
3 - open market competition and there
3 - market competition and there will
3 - competition and there will probably
3 - and there will probably always
3 - there will probably always be
3 - will probably always be nodes
3 - probably always be nodes willing
3 - always be nodes willing to
3 - be nodes willing to process
3 - nodes willing to process transactions
3 - willing to process transactions for
3 - to process transactions for free
2 - 4 message start 12 command
2 - message start 12 command 4
2 - start 12 command 4 size
2 - previous transactions posnext pointers get
2 - transactions posnext pointers get prev
2 - posnext pointers get prev tx
2 - pointers get prev tx from
2 - get prev tx from disk
2 - prev tx from disk version
2 - tx from disk version 1
2 - from disk version 1 tells
2 - disk version 1 tells unserialize
2 - version 1 tells unserialize to
2 - 1 tells unserialize to set
2 - tells unserialize to set version
2 - unserialize to set version so
2 - to set version so we
2 - set version so we write
2 - version so we write back
2 - so we write back same
2 - we write back same version
2 - version of the same transaction
2 - back to the first block
2 - ntime 1221069728 nbits 20 nnonce
2 - 1221069728 nbits 20 nnonce 141755
2 - giving the same key to
2 - the same key to the
2 - same key to the same
2 - key to the same ip
2 - to the same ip until
2 - the same ip until they
2 - same ip until they use
2 - ip until they use it
2 - static const unsigned int minproofofwork
2 - of a transaction it contains
2 - a transaction it contains the
2 - contain multiple inputs and outputs
2 - new transactions into a block
2 - a new coin owned by
2 - new coin owned by the
2 - coin owned by the creator
2 - owned by the creator of
2 - by the creator of the
2 - the creator of the block
2 - is not part of the
2 - able to allocate many ips
2 - there's more work to do
2 - more work to do on
2 - sendfrom username bitcoinaddress amount 6
2 - to hand it in to
2 - think it would be possible
2 - just be a matter of
2 - now that we have the
2 - that we have the accounts
2 - we have the accounts feature
2 - have the accounts feature making
2 - the accounts feature making it
2 - accounts feature making it easier
2 - feature making it easier to
2 - making it easier to do
2 - i'm not sure what the
2 - i can't think of a
2 - there will be plenty of
2 - the main addition in this
2 - main addition in this release
2 - addition in this release is
2 - in this release is the
2 - this release is the accounts-based
2 - release is the accounts-based json-rpc
2 - is the accounts-based json-rpc commands
2 - the accounts-based json-rpc commands that
2 - accounts-based json-rpc commands that gavin's
2 - json-rpc commands that gavin's been
2 - commands that gavin's been working
2 - that gavin's been working on
2 - gavin's been working on more
2 - been working on more details
2 - working on more details at
2 - you could run it in
2 - could run it in gdb
2 - run it in gdb and
2 - hashes and keys and signatures
2 - was able to get it
2 - able to get it to
2 - to get it to work
2 - when the latest block is
2 - i had to do was
2 - be in the next release
2 - it does not return work
2 - does not return work when
2 - not return work when you
2 - return work when you submit
2 - work when you submit a
2 - when you submit a possible
2 - you submit a possible hit
2 - submit a possible hit only
2 - a possible hit only when
2 - possible hit only when called
2 - hit only when called without
2 - only when called without parameter
2 - when called without parameter the
2 - called without parameter the block
2 - without parameter the block field
2 - parameter the block field has
2 - the block field has been
2 - as soon as possible to
2 - to get into a block
2 - i think this is a
2 - can only be used to
2 - in the event of a
2 - need to be able to
2 - the only thing i can
2 - only thing i can think
2 - thing i can think of
2 - i can think of is
2 - there are other versions of
2 - it would be an accident
2 - would be an accident waiting
2 - be an accident waiting to
2 - an accident waiting to happen
2 - warning displayed transactions may not
2 - displayed transactions may not be
2 - transactions may not be correct
2 - on a bitcoin payment mechanism
2 - get the src directory from
2 - do catalog update from sources
2 - to make sure it doesn't
2 - does not slow down your
2 - i need to look at
2 - and let me know if
2 - to think of how to
2 - i think it should be
2 - we should have a paragraph
2 - 0 3 13 release candidate
2 - transactions sent by ip address
2 - not implemented yet but the
2 - off by more than an
2 - in the next release 0
2 - between 0 and 2 connections
2 - if the only library is
2 - then there's a project to
2 - there's a project to make
2 - the flag in rev 153
2 - is there a way to
2 - i was not able to
2 - it's not a big deal
2 - in the future we can
2 - to reduce the number of
2 - is in svn rev 147
2 - is on its way out
2 - on its way out anyway
2 - if your clock is too
2 - your clock is too far
2 - clock is too far off
2 - if you decide it's a
2 - you decide it's a false
2 - decide it's a false alarm
2 - it's a false alarm and
2 - a false alarm and want
2 - false alarm and want to
2 - alarm and want to take
2 - and want to take your
2 - want to take your chances
2 - to take your chances you
2 - take your chances you can
2 - your chances you can use
2 - chances you can use the
2 - you can use the switch
2 - i'd rather call an existing
2 - rather call an existing file
2 - call an existing file copy
2 - an existing file copy function
2 - existing file copy function than
2 - file copy function than make
2 - copy function than make and
2 - function than make and test
2 - than make and test my
2 - make and test my own
2 - i thought it would be
2 - you have to build it
2 - the main backup improvement will
2 - main backup improvement will be
2 - pool of keys and a
2 - of keys and a rescan
2 - keys and a rescan at
2 - and a rescan at load
2 - a rescan at load to
2 - rescan at load to scrape
2 - at load to scrape missed
2 - load to scrape missed transactions
2 - to scrape missed transactions from
2 - scrape missed transactions from the
2 - missed transactions from the block
2 - transactions from the block history
2 - from the block history then
2 - the block history then a
2 - block history then a backup
2 - history then a backup will
2 - then a backup will last
2 - a backup will last forward
2 - backup will last forward for
2 - will last forward for a
2 - last forward for a long
2 - forward for a long time
2 - message displays on the status
2 - displays on the status bar
2 - next release 0 3 11
2 - it only go back to
2 - 0 3 9 and lower
2 - 3 9 and lower nodes
2 - at the time it might
2 - the time it might take
2 - no longer necessary to delete
2 - longer necessary to delete blk
2 - necessary to delete blk dat
2 - you can just upgrade and
2 - can just upgrade and it'll
2 - reorg away the bad block
2 - away the bad block chain
2 - findstr c version message debug
2 - c version message debug log
2 - 6 blocks per hour the
2 - more than 50 of the
2 - the good chain overtakes the
2 - good chain overtakes the bad
2 - the linux version includes tcatm's
2 - linux version includes tcatm's 4-way
2 - version includes tcatm's 4-way sse2
2 - includes tcatm's 4-way sse2 sha-256
2 - tcatm's 4-way sse2 sha-256 that
2 - 4-way sse2 sha-256 that makes
2 - sse2 sha-256 that makes generating
2 - sha-256 that makes generating faster
2 - that makes generating faster on
2 - makes generating faster on i5
2 - the 4way switch to enable
2 - 4way switch to enable it
2 - switch to enable it and
2 - to enable it and check
2 - enable it and check if
2 - it and check if it's
2 - and check if it's faster
2 - check if it's faster for
2 - if it's faster for you
2 - it's faster for you download
2 - that for a long time
2 - steps 1 shut down 2
2 - 1 shut down 2 download
2 - shut down 2 download knightmb's
2 - down 2 download knightmb's blk
2 - 2 download knightmb's blk files
2 - replace your blk0001 dat and
2 - your blk0001 dat and blkindex
2 - dat and blkindex dat files
2 - and blkindex dat files 3
2 - blkindex dat files 3 upgrade
2 - 3 upgrade to 0 3
2 - upgrade to 0 3 10
2 - to 0 3 10 4
2 - 0 3 10 4 it
2 - 4 it should start out
2 - it should start out with
2 - should start out with less
2 - start out with less than
2 - out with less than 74000
2 - with less than 74000 blocks
2 - i built it right i
2 - built it right i don't
2 - it right i don't have
2 - linux please report back your
2 - need to know about the
2 - mingw gcc 4 4 1
2 - working with test cpp but
2 - gcc 4 3 3 on
2 - i'll see if i can
2 - to a bitcoin address you
2 - a test build if you'd
2 - test build if you'd like
2 - build if you'd like to
2 - with a dial-up modem or
2 - the values and lineage of
2 - values and lineage of the
2 - and lineage of the transactions
2 - the clients would have to
2 - clients would have to keep
2 - would have to keep the
2 - the entire history back to
2 - entire history back to the
2 - history back to the original
2 - back to the original generated
2 - as long as we can
2 - a 0 01 transaction fee
2 - not need to be stored
2 - if an outpoint has been
2 - an outpoint has been spent
2 - have to keep the entire
2 - to keep the entire history
2 - handling a lot of money
2 - you can't get it back
2 - has the option to release
2 - the option to release it
2 - the thief gets the money
2 - it that's a good point
2 - you have to be careful
2 - people won't be able to
2 - won't be able to understand
2 - we don't have to worry
2 - have to worry about a
2 - is proportional to their cpu
2 - proportional to their cpu power
2 - a way to implement that
2 - fees for the transaction fee's
2 - for the transaction fee's transaction
2 - bitcoin is practical for smaller
2 - you need to get libboost-all-dev
2 - i don't think we should
2 - you don't have enough money
2 - windows and linux users if
2 - and linux users if you
2 - linux users if you got
2 - users if you got 0
2 - if you got 0 3
2 - you got 0 3 5
2 - got 0 3 5 you
2 - 0 3 5 you still
2 - 3 5 you still need
2 - 5 you still need to
2 - you still need to upgrade
2 - still need to upgrade to
2 - need to upgrade to 0
2 - to upgrade to 0 3
2 - to 0 3 6 asap
2 - is to run a node
2 - only do transactions and don't
2 - do transactions and don't generate
2 - in something like 10 seconds
2 - something like 10 seconds or
2 - like 10 seconds or less
2 - let me know if that
2 - the crypto 5 6 0
2 - in case you need it
2 - you still have to get
2 - you would still have to
2 - hash of the public key
2 - new features gavin andresen's http
2 - features gavin andresen's http authentication
2 - gavin andresen's http authentication to
2 - andresen's http authentication to secure
2 - http authentication to secure json-rpc
2 - authentication to secure json-rpc 5x
2 - to secure json-rpc 5x faster
2 - secure json-rpc 5x faster initial
2 - json-rpc 5x faster initial block
2 - 5x faster initial block download
2 - faster initial block download under
2 - initial block download under 30
